196,1606,D
188,1599,A
183,1594,C
179,1587,A
173,1581,C
166,1576,B
162,1570,E
155,1564,A
149,1558,C
140,1548,A
135,1537,B
128,1525,C
120,1503,A
149,150,C
150,1519,B
155,1523,C
176,1513,B
192,1506,D
207,1502,D
211,1512,D
220,1535,A
169,1530,E
188,1538,C
187,1548,E
190,1556,B
193,1563,A
198,1569,E
203,1574,D
208,1579,E
212,1584,A
220,1534,C
226,1548,C
258,1449,C
255,1440,C
274,1433,B
284,1474,E
296,1485,D
295,1503,A
279,1487,A
269,1473,A
275,1503,A
262,1491,A
272,1525,A
264,1531,C
255,1540,C
256,1555,C
270,1541,E
302,1537,C
296,1547,C
284,1559,E
274,1567,D
266,1574,E
256,1581,D
353,1371,A
346,1385,A
358,1397,B
429,1236,A
425,1251,E
450,1239,B
443,1252,D
459,1258,C
469,1241,A
486,1246,A
482,1259,C
478,1271,C
495,1248,B
505,1249,D
514,1251,D
503,1263,A
498,1275,C
494,1282,C
451,1195,C
475,1189,D
470,1195,D
467,1200,C
463,1206,E
460,1211,C
455,1218,D
493,1193,A
489,1199,B
486,1205,D
479,1218,E
474,1225,B
506,1201,C
513,1201,C
492,1225,C
499,1224,A
505,1224,D
512,1222,C
527,1193,C
527,1199,A
527,1205,D
526,1218,E
526,1224,A
525,1230,E
552,1203,E
552,1209,C
550,1215,D
548,1222,B
546,1228,A
567,1218,E
583,1194,E
583,1201,B
582,1207,C
582,1213,C
582,1219,C
583,1194,D
582,1219,B
582,1214,A
582,1209,C
582,1204,C
603,1196,B
601,1202,D
600,1209,C
600,1215,B
622,1196,C
621,1215,C
622,1200,A
622,1209,C
640,1199,D
655,1201,A
668,1201,A
682,1201,B
698,1203,B
713,1204,A
727,1205,C
741,1205,E
757,1207,B
772,1208,A
787,1208,D
800,1202,D
810,1194,D
817,1184,B
470,1173,C
474,1152,C
500,1145,D
532,1147,A
531,1174,B
497,1173,B
567,1156,A
577,1149,C
583,1157,A
594,1162,B
603,1162,B
615,1159,A
625,1153,B
633,1160,B
564,1174,C
678,1174,D
590,1174,D
602,1174,C
614,1175,E
625,1177,D
636,1179,A
650,1180,C
661,1183,C
676,1184,E
785,1191,D
687,1186,B
700,1186,D
712,1186,D
724,1187,B
736,1189,D
748,1189,D
760,1190,C
772,1191,B
797,1181,B
798,1167,E
784,1163,A
770,1162,A
755,1162,C
741,1161,E
723,1159,D
706,1157,C
664,1158,C
849,1152,C
856,1154,C
863,1156,A
870,1158,B
877,1160,C
884,1162,A
891,1164,A
898,1166,A
905,1168,A
912,1170,A
919,1172,C
926,1174,A
933,1176,D
940,1178,A
947,1180,C
954,1182,B
960,1184,A
855,1136,E
861,1137,B
867,1138,E
874,1140,D
880,1142,D
886,1143,E
892,1144,B
899,1146,B
906,1148,B
913,1150,C
920,1152,E
927,1153,E
934,1155,A
941,1157,E
947,1159,D
952,1161,D
956,1163,D
963,1166,E
866,1126,C
873,1128,A
880,1130,A
887,1132,D
894,1134,C
901,1136,D
908,1138,E
915,1140,B
922,1142,A
929,1144,E
936,1146,A
943,1148,E
950,1150,C
957,1152,E
964,1154,D
970,1156,B
865,1109,D
871,1110,E
877,1111,D
884,1113,A
890,1115,A
896,1116,E
902,1117,D
909,1119,B
916,1121,B
923,1123,B
930,1125,B
937,1126,D
944,1128,A
951,1130,D
957,1132,A
962,1134,B
966,1136,E
973,1139,C
869,1097,E
876,1099,D
883,1101,C
890,1103,C
897,1105,A
904,1107,B
911,1109,A
918,1111,E
925,1113,D
932,1115,A
939,1117,D
946,1119,D
953,1121,D
960,1123,B
967,1125,E
974,1127,B
980,1129,C
1006,1191,C
1002,1210,A
988,1103,E
1004,1106,B
948,1076,B
952,1077,A
956,1078,E
960,1079,B
964,1080,A
968,1082,A
973,1084,C
957,1059,B
962,1060,B
966,1061,C
979,1049,E
978,1053,E
977,1056,A
976,1060,A
967,1027,D
972,1028,E
976,1029,A
980,1030,C
983,1031,A
987,1001,B
976,1000,A
960,1013,E
965,997,B
944,994,E
943,999,C
943,1005,A
942,1012,E
941,1016,A
941,1021,C
936,1036,A
930,1044,B
917,1054,E
903,1061,C
894,1066,A
885,1074,A
879,1082,E
997,970,E
988,970,E
979,964,A
968,963,C
958,966,E
949,970,A
998,955,C
993,944,B
981,945,A
971,949,D
961,947,B
958,925,B
967,923,A
976,977,C
987,925,A
996,925,B
1000,917,D
997,909,D
984,901,A
973,904,B
956,908,B
958,898,B
959,891,E
960,880,D
974,878,A
981,880,B
992,882,D
1001,882,A
1000,864,A
996,855,A
988,850,E
978,850,D
974,859,C
961,862,B
960,851,E
964,841,A
969,830,B
981,833,A
992,834,E
1001,835,C
998,818,A
998,810,E
982,809,C
972,811,B
959,807,A
947,805,E
936,803,D
923,796,B
922,807,B
922,819,E
913,834,B
925,837,C
937,837,D
942,825,C
936,857,A
925,856,C
916,855,B
914,876,D
922,877,A
932,878,C
941,878,B
917,891,D
921,901,D
935,898,E
931,914,E
932,924,B
934,931,B
938,943,D
940,952,A
483,1123,D
546,1127,A
490,1124,D
494,1124,A
500,1125,C
505,1125,B
510,1125,E
520,1126,E
530,1126,E
535,1127,D
535,995,E
499,1082,C
503,1072,A
507,1066,A
511,1058,B
515,1050,D
520,1040,D
524,1030,B
528,1020,D
532,1004,B
492,1101,B
514,1091,A
509,1110,E
511,1105,E
513,1099,A
534,1093,B
529,1112,D
531,1107,D
533,1101,B
822,1124,B
810,1121,A
799,1121,A
788,1119,B
762,1116,A
751,1115,A
793,1118,B
837,1115,B
825,1109,D
820,1107,D
813,1103,B
808,1100,B
802,1098,A
795,1088,D
799,1083,E
823,1078,B
829,1090,C
835,1094,B
841,1095,E
848,1099,C
814,1078,C
817,1073,E
820,1067,D
823,1061,E
829,1056,B
831,1049,D
845,1055,D
852,1058,E
858,1062,B
862,1065,E
836,1074,C
842,1078,C
849,1079,A
854,1083,B
779,1045,D
778,1050,D
775,1056,A
773,1063,C
768,1071,C
766,1075,B
765,1078,B
764,1084,E
763,1087,A
756,1100,A
750,1099,A
742,1099,D
736,1099,A
738,1068,B
739,1058,D
753,1042,B
745,1041,C
734,1039,C
717,1040,E
706,1039,D
696,1038,A
685,1038,C
733,1021,D
728,1022,D
723,1021,E
706,1003,E
710,1003,A
717,1003,D
723,1003,B
728,1003,E
732,1003,D
739,1003,C
743,1003,D
749,1004,A
754,1005,C
756,1013,E
756,1018,E
756,1024,D
822,1032,E
823,1028,D
826,1023,A
838,1009,E
842,1005,C
844,1001,D
853,994,A
857,998,C
864,995,A
868,998,A
874,996,A
878,999,C
886,996,D
890,1000,C
896,997,C
900,1000,E
906,998,C
911,1002,B
911,1008,D
911,1014,B
912,1018,B
891,1020,C
891,1024,B
890,1029,D
895,1035,E
895,1039,E
872,1043,D
872,1042,E
872,1037,E
872,1032,B
872,1028,E
872,1023,D
867,1018,C
865,1015,E
860,1015,C
854,1015,B
852,1017,C
848,1021,B
844,1023,C
842,1028,D
839,1030,D
875,909,B
876,915,E
874,922,D
874,927,A
873,933,E
873,938,E
873,943,C
873,949,A
872,954,A
872,960,C
870,964,E
871,969,A
875,977,E
879,977,D
886,977,E
889,977,A
896,978,E
901,979,B
907,980,B
911,980,E
917,975,B
917,971,C
918,965,A
919,960,E
914,954,E
909,953,D
903,953,B
898,954,E
894,948,E
895,943,D
895,937,A
895,932,D
895,927,D
896,920,C
896,909,B
897,925,D
890,910,A
847,917,B
853,917,B
855,927,A
855,933,C
853,939,D
853,944,A
854,950,C
853,955,B
853,961,E
852,965,A
842,975,E
837,975,C
831,974,E
827,974,A
821,974,A
817,973,B
809,973,B
806,973,D
799,971,C
795,971,E
791,965,B
790,961,B
792,956,D
793,951,A
802,948,D
807,948,D
813,950,A
817,950,C
822,952,A
826,952,A
831,946,E
832,942,C
832,937,A
833,932,C
833,928,A
833,921,D
862,893,D
863,888,E
863,884,D
864,877,E
870,873,E
874,872,E
879,872,B
885,873,D
893,869,A
892,864,D
893,859,D
893,855,D
886,850,C
882,850,C
876,849,D
870,850,A
863,850,D
860,850,E
853,850,C
846,851,C
842,856,B
842,861,B
841,866,B
841,871,D
840,876,D
840,882,A
840,886,D
839,892,D
841,898,B
846,898,C
814,781,A
812,787,D
805,802,D
809,803,E
812,805,D
821,804,B
824,805,E
828,806,B
835,805,D
839,806,A
843,807,E
850,806,D
852,807,B
857,809,A
859,816,E
859,825,C
861,830,A
866,830,C
871,830,D
876,830,B
882,831,B
887,831,A
893,823,D
893,818,E
893,813,A
893,808,A
894,803,E
894,797,B
888,793,D
883,791,C
877,791,D
873,791,D
868,789,E
862,788,D
856,786,B
853,785,B
848,784,D
843,783,D
836,782,E
833,781,D
828,780,C
825,779,C
793,840,C
796,836,A
800,831,B
805,832,C
810,835,D
814,836,C
818,838,C
824,839,E
825,845,E
824,849,B
819,853,D
817,858,A
813,862,A
810,868,B
810,872,A
808,876,A
807,882,B
804,886,D
804,891,D
801,895,B
801,901,D
800,905,D
797,909,C
794,914,D
793,918,E
792,924,C
787,928,E
790,929,C
782,926,E
773,923,D
769,922,E
765,919,B
767,911,B
770,908,A
777,904,B
779,900,B
782,893,B
784,887,E
785,880,E
789,873,B
790,867,A
793,862,D
795,855,E
799,849,C
693,983,B
701,983,A
710,983,A
716,983,A
724,983,A
730,983,C
738,983,B
743,983,B
750,983,A
758,983,D
695,965,A
703,965,D
708,967,A
716,967,B
724,969,C
728,969,A
735,969,C
741,970,B
747,962,E
749,958,C
750,953,C
753,948,A
759,942,D
763,943,D
767,945,E
772,947,B
773,955,E
770,960,C
768,965,D
765,972,B
757,772,A
765,775,B
768,779,B
772,781,C
777,783,D
783,784,A
786,788,B
791,789,B
787,805,E
782,803,B
776,801,B
772,799,C
767,796,C
763,794,B
759,794,C
755,793,A
748,796,B
747,800,B
744,806,A
747,811,D
750,813,C
757,815,D
761,816,D
766,819,C
770,821,E
774,822,D
779,823,B
772,837,E
768,836,C
763,834,D
758,831,B
751,829,D
746,826,A
738,830,E
736,835,C
736,838,E
732,846,A
737,849,C
743,850,D
750,853,A
754,854,C
760,856,A
765,859,A
761,874,B
756,872,A
751,869,A
746,868,A
741,867,A
753,864,C
732,863,B
727,862,D
722,864,D
720,868,C
718,873,A
720,881,E
726,883,B
729,884,B
734,886,C
738,887,B
742,889,E
747,891,E
753,895,D
