747,907,D
740,904,B
734,903,B
727,900,A
720,898,D
713,896,D
704,896,B
700,900,B
697,908,C
698,916,E
698,922,E
696,928,A
696,936,E
696,943,B
679,963,B
674,963,A
664,959,C
659,959,C
647,955,A
638,954,A
628,954,A
617,954,C
608,953,C
603,957,D
595,956,C
589,960,E
673,941,E
673,936,C
673,928,C
672,922,A
673,914,E
673,910,A
672,904,C
671,898,E
666,892,D
663,887,C
656,883,E
654,878,B
646,875,B
641,871,C
638,867,D
629,864,A
619,933,C
627,934,D
632,934,A
639,934,D
652,937,C
654,931,B
654,923,B
655,919,E
655,912,D
653,906,C
647,901,D
642,895,A
636,892,E
631,888,E
609,875,D
602,885,B
582,913,B
590,919,C
573,925,B
568,932,B
563,943,A
558,951,E
556,956,E
553,960,E
547,978,A
618,856,A
623,849,D
627,844,C
630,837,E
634,832,C
637,827,D
640,823,A
643,818,D
646,813,E
649,808,A
657,805,A
663,810,A
667,820,B
662,827,C
657,831,C
653,841,D
650,846,D
645,847,C
649,848,C
676,781,C
681,784,C
686,789,B
594,851,A
598,846,C
602,841,E
606,835,E
610,830,B
614,824,C
618,818,B
622,813,E
628,807,B
632,802,D
636,796,C
640,791,A
644,785,A
648,780,B
652,774,C
655,769,C
657,763,D
659,758,B
589,865,C
584,862,B
580,860,D
577,857,B
559,834,B
562,837,D
557,832,E
608,756,E
605,755,B
602,754,D
599,753,C
596,752,E
593,751,E
590,750,A
587,749,D
584,748,E
581,747,E
578,746,E
575,745,D
572,744,D
569,743,B
566,742,A
563,741,B
560,740,A
557,739,B
554,738,D
551,737,A
548,736,C
545,735,D
542,734,D
539,733,D
536,732,A
533,731,E
530,730,D
527,729,C
524,728,C
521,727,A
518,726,A
515,725,D
512,724,D
509,723,B
506,722,D
503,721,B
500,720,E
497,719,D
494,718,E
491,717,D
488,716,D
485,715,C
482,714,D
479,713,A
476,712,D
473,711,C
470,710,B
467,709,B
464,708,D
461,707,B
458,706,B
455,705,E
452,704,C
443,699,D
440,698,E
437,697,B
434,696,C
431,695,A
428,694,A
425,693,A
422,692,B
419,691,C
416,690,E
413,689,B
410,688,A
407,687,C
404,686,A
401,685,E
398,684,E
395,683,C
392,682,A
389,681,C
339,661,C
336,660,A
333,659,E
330,658,D
327,657,C
324,656,B
321,655,D
318,654,D
315,653,C
312,652,E
309,651,E
306,650,B
303,649,E
300,648,E
297,647,C
294,646,E
433,717,E
430,723,B
427,729,B
424,735,D
421,741,B
418,747,A
415,753,E
412,759,C
409,765,A
406,771,E
403,777,C
400,783,D
397,789,A
394,795,C
391,801,D
388,807,A
385,813,A
382,819,A
510,884,A
506,882.5,E
502,881,E
498,879.5,D
494,878,C
490,876.5,A
486,875,A
482,873.5,B
478,872,B
474,870.5,D
470,869,B
466,867.5,B
462,866,E
458,864.5,B
454,863,D
450,861.5,A
446,860,B
442,858.5,A
438,857,D
434,855.5,E
430,854,E
426,852.5,D
422,851,B
418,849.5,E
414,848,E
410,846.5,B
406,845,A
402,843.5,A
398,842,C
394,840.5,B
390,839,D
386,837.5,B
504,895,A
500,893.5,D
496,892,C
492,890.5,D
488,889,C
484,887.5,A
480,886,C
476,884.5,D
472,883,A
468,881.5,E
464,880,D
460,878.5,C
456,877,B
452,875.5,B
448,874,E
444,872.5,C
440,871,A
436,869.5,D
432,868,A
428,866.5,B
424,865,E
420,863.5,A
416,862,B
412,860.5,B
408,859,B
404,857.5,D
400,856,A
396,854.5,B
392,853,D
388,851.5,B
384,850,E
572,783,B
569,787,C
566,792,A
563,796,E
561,801,D
557,804,D
554,811,D
551,814,B
548,821,B
546,824,B
543,829,B
539,833,D
535,838,B
533,841,E
531,847,D
526,850,D
523,854,E
495,846,B
498,842,D
501,838,D
505,833,E
507,829,A
510,821,E
514,817,C
516,812,E
520,808,C
522,804,C
526,797,C
529,792,E
531,789,E
536,783,D
539,776,A
544,774,D
407,810,A
404,816,B
407,826,C
413,829,E
420,830,B
424,833,D
430,835,A
435,837,D
445,843,E
448,845,E
454,847,B
460,848,E
463,849,C
476,842,A
479,837,C
482,833,A
484,829,C
488,824,C
491,821,E
492,816,D
496,812,C
498,806,C
500,803,B
503,798,D
505,794,E
509,789,A
512,784,C
515,780,D
518,776,B
521,772,C
524,767,C
527,761,E
526,755,E
517,754,D
514,752,D
506,751,C
503,749,A
494,748,C
489,746,D
481,748,C
474,746,A
470,739,C
460,735,A
454,733,D
444,738,B
439,743,D
443,752,C
449,754,B
456,757,B
462,759,E
470,761,E
474,762,B
481,764,B
485,766,B
492,768,B
495,773,E
497,777,D
495,783,D
490,789,C
488,794,A
482,800,D
481,804,A
478,809,E
475,814,A
472,820,E
470,823,B
464,827,A
458,824,E
454,822,B
450,820,E
445,817,C
440,815,E
433,813,B
429,810,C
422,809,C
417,805,B
426,774,B
422,779,A
422,789,C
432,792,C
438,794,A
444,796,C
449,798,C
454,799,E
461,799,C
466,795,A
467,784,E
464,780,E
456,775,B
448,773,E
442,771,C
437,769,A
521,632,C
528,624,C
538,624,D
547,625,E
560,628,B
567,620,E
549,604,D
578,620,C
585,623,B
591,625,E
599,626,E
611,633,B
627,643,D
638,648,E
649,651,C
657,653,C
568,569,B
585,582,B
592,590,E
603,604,C
612,612,E
569,656,D
587,660,A
598,663,C
607,667,A
566,671,E
579,674,B
588,676,D
601,679,A
560,687,D
566,691,E
574,695,A
584,696,A
591,696,C
602,696,E
624,657,B
622,666,C
618,676,D
618,686,D
614,700,C
621,702,B
627,703,D
636,705,E
635,693,C
638,689,A
639,682,B
641,675,A
642,666,C
659,668,B
655,688,D
648,708,A
655,707,B
663,708,E
667,710,C
674,714,A
669,697,A
678,679,C
678,668,D
675,564,E
675,570,A
675,574,E
966,1282,A
966,1288,C
966,1286,B
971,1298,D
986,1298,D
974,1298,A
978,1298,D
982,1298,D
971,1309,E
971,1306,A
971,1303,D
986,1309,A
986,1306,B
986,1303,E
376,831,D
357,824,D
363,826,B
370,828,E
352,841,E
339,907,A
349,855,C
341,869,C
343,880,A
345,889,B
347,899,D
558,885,B
524,947,E
452,1015,C
464,1037,B
381,864,C
459,909,B
386,870,C
396,877,C
406,883,A
411,885,E
421,892,E
429,897,D
440,905,B
450,909,B
373,846,C
364,915,E
368,890,D
370,880,B
366,900,D
372,860,B
381,904,C
459,959,B
386,920,A
396,927,B
406,933,C
411,935,C
421,942,C
429,947,D
440,955,B
450,959,B
373,896,B
364,965,C
368,940,A
370,930,C
366,950,B
372,910,D
334,930,E
334,936,D
334,942,E
334,948,A
335,954,A
335,960,C
335,966,D
335,972,C
336,978,B
336,984,B
336,990,C
336,996,C
337,1002,A
337,1008,D
350,942,C
357,944,A
364,946,A
371,948,B
378,950,D
385,952,D
392,954,B
399,956,C
406,958,C
413,960,C
420,962,B
427,964,A
434,966,E
441,968,A
448,970,A
344,1020,D
352,1023,E
360,1026,D
368,1029,D
376,1032,D
384,1035,B
392,1038,C
400,1041,B
408,1044,D
416,1047,E
424,1050,C
431,986,C
427,995,D
423,1004,E
419,1013,C
415,1022,C
411,1031,C
411,976,D
407,985,E
403,994,C
399,1003,B
395,1012,A
391,1021,C
355,967,A
356,974,C
357,981,C
358,988,E
359,995,A
360,1002,C
370,972,A
375,975,C
385,978,B
394,981,B
384,994,E
382,999,C
381,1005,D
459,975,D
453,994,A
466,1000,D
487,981,D
481,996,E
518,983,A
513,993,E
503,1007,A
497,1021,A
474,1068,B
454,1098,E
426,1075,D
435,1106,C
418,1095,E
436,1129,B
392,1078,D
312,929,D
313,944,E
314,959,B
315,974,A
316,989,A
317,1004,A
300,926,E
290,927,C
280,928,E
278,937,D
281,957,E
284,977,C
287,997,C
290,1017,C
293,1037,D
296,1057,B
299,1077,B
302,1097,A
305,1117,E
308,1137,E
311,1157,E
314,1177,D
317,1197,A
320,1217,E
323,1237,A
326,1257,D
329,1277,D
332,1297,A
315,1080,D
325,1085,A
335,1090,D
345,1095,D
355,1100,E
365,1105,D
375,1110,E
365,1123,D
356,1136,A
347,1149,A
338,1162,B
329,1175,D
346,1187,B
355,1193,A
364,1199,B
373,1205,C
382,1211,E
391,1217,E
343,1228,B
354,1215,A
369,1222,C
380,1227,B
608,1093,C
434,479,C
405,507,E
345,508,B
329,505,B
310,505,C
273,496,E
215,478,C
409,397,A
380,381,B
447,307,B
316,391,E
328,448,B
167,272,C
242,331,A
276,390,E
180,402,A
108,352,D
154,463,E
