,0
0,63.96357678034062
1,9.999999999999998
2,9.999999999999998
3,63.96357678034062
4,10.545086634144853
5,9.999999999999998
6,522.4635767803404
7,488.94508663414484
8,512.0
9,602.9635767803406
10,940.5450866341453
11,960.0000000000002
12,306.8635767803405
13,240.5450866341448
14,967.0000000000001
15,1304.1135767803407
16,271.845086634145
17,1843.4999999999993
18,1216.008663414486
19,845.5
20,765.1000000000004
21,1821.3086634144856
22,374.40000000000015
23,9.999999999999998
24,68.49700974023031
25,9.999999999999998
26,9.999999999999998
27,68.49700974023031
28,10.590878886264951
29,9.999999999999998
30,175.29700974023032
31,935.390878886265
32,701.0
33,436.2970097402306
34,270.59087888626493
35,1098.0000000000002
36,928.4970097402302
37,720.5908788862652
38,935.2100000000003
39,514.4870097402303
40,510.59087888626505
41,1248.8999999999996
42,1373.2878886264948
43,965.4
44,762.3000000000003
45,2055.587888626495
46,680.5
47,120.99999999999997
48,64.70347886572237
49,9.999999999999998
50,9.999999999999998
51,64.70347886572237
52,10.552560392583054
53,9.999999999999998
54,553.2034788657224
55,554.5525603925832
56,1028.7
57,598.7034788657222
58,1117.952560392583
59,845.0000000000003
60,452.70347886572256
61,270.552560392583
62,314.99999999999994
63,556.1034788657228
64,167.42256039258305
65,463.0150000000001
66,1751.756039258305
67,786.2
68,769.3000000000004
69,2274.856039258305
70,1237.1999999999994
71,220.00000000000006
72,65.11794364004581
73,9.999999999999998
74,9.999999999999998
75,65.11794364004581
76,10.556746905455007
77,9.999999999999998
78,261.7179436400458
79,779.0567469054554
80,501.2
81,899.1179436400455
82,840.5567469054554
83,464.9999999999999
84,566.1829436400458
85,270.91674690545494
86,1050.0000000000002
87,1120.1179436400453
88,383.9567469054549
89,1227.0000000000005
90,1465.7746905455006
91,1124.6000000000001
92,756.0000000000002
93,2486.674690545501
94,981.0999999999999
95,9.999999999999998
96,65.56192340975531
97,9.999999999999998
98,9.999999999999998
99,65.56192340975531
100,10.561231549593487
101,9.999999999999998
102,125.96192340975531
103,895.0612315495937
104,599.0
105,564.3619234097554
106,414.5612315495936
107,1180.0000000000002
108,790.5619234097555
109,900.5612315495937
110,269.99999999999994
111,627.1619234097552
112,395.5612315495937
113,952.0899999999997
114,1419.3531549593488
115,530.6
116,738.5000000000003
117,1870.1231549593485
118,1485.3999999999994
119,110.49999999999994
120,70.34569327668333
121,9.999999999999998
122,9.999999999999998
123,70.34569327668333
124,10.609552457340236
125,9.999999999999998
126,385.3456932766834
127,452.8095524573402
128,523.2
129,996.4456932766836
130,555.6095524573404
131,900.0000000000002
132,330.3456932766835
133,253.91455245734022
134,239.99999999999997
135,623.3456932766833
136,820.6095524573404
137,2093.4999999999995
138,1777.1552457340235
139,888.0
140,735.7000000000003
141,2476.355245734023
142,520.0
143,9.999999999999998
144,64.3633586396498
145,9.999999999999998
146,9.999999999999998
147,64.3633586396498
148,10.549124834743935
149,9.999999999999998
150,83.56335863964982
151,861.649124834744
152,586.0
153,1796.3633586396495
154,371.349124834744
155,524.9999999999999
156,579.36335863965
157,600.5491248347441
158,520.7650000000001
159,694.36335863965
160,201.74912483474392
161,1609.0000000000005
162,828.9124834743936
163,1703.9
164,765.8000000000003
165,2663.3124834743935
166,371.2000000000003
167,26.50000000000001
168,67.06959359015846
169,9.999999999999998
170,9.999999999999998
171,67.06959359015846
172,10.57646054131473
173,9.999999999999998
174,363.36959359015844
175,1032.4764605413147
176,592.0
177,961.0695935901583
178,470.5764605413149
179,464.9999999999999
180,507.06959359015866
181,366.57646054131476
182,269.99999999999994
183,637.0695935901583
184,1038.576460541315
185,1766.6000000000006
186,981.3760541314734
187,1216.7999999999997
188,764.9000000000002
189,1705.0460541314742
190,891.7999999999997
191,9.999999999999998
192,72.06332555711819
193,9.999999999999998
194,9.999999999999998
195,72.06332555711819
196,10.626902278354727
197,9.999999999999998
198,333.86332555711823
199,792.4269022783549
200,693.0000000000002
201,371.0633255571182
202,1009.571902278355
203,960.4050000000003
204,332.0633255571182
205,600.6269022783549
206,334.99999999999994
207,832.0633255571186
208,279.42690227835465
209,834.9999999999998
210,1984.1902278354728
211,1722.4
212,742.2
213,1711.190227835473
214,569.4000000000001
215,98.49999999999996
216,65.98042183580198
217,9.999999999999998
218,9.999999999999998
219,65.98042183580198
220,10.565458806422242
221,9.999999999999998
222,341.4804218358021
223,1573.7654588064222
224,1394.0
225,868.9804218358021
226,270.56545880642216
227,720.0000000000002
228,565.9804218358021
229,270.56545880642216
230,650.0000000000002
231,380.98042183580213
232,366.5654588064221
233,1245.0000000000005
234,1958.9858806422244
235,652.5999999999997
236,786.3000000000002
237,2209.7458806422237
238,235.00000000000006
239,87.99999999999996
240,66.57465619249827
241,9.999999999999998
242,9.999999999999998
243,66.57465619249827
244,10.571461173661596
245,9.999999999999998
246,192.2746561924983
247,541.5714611736616
248,1415.1000000000001
249,491.7096561924983
250,270.8264611736615
251,620.0000000000003
252,1166.5746561924984
253,270.57146117366153
254,256.4
255,361.57465619249837
256,579.5714611736614
257,924.9999999999998
258,1283.1461173661592
259,2077.1000000000013
260,782.9000000000003
261,1659.5461173661602
262,893.0000000000005
263,220.70000000000005
264,67.19621051876554
265,9.999999999999998
266,9.999999999999998
267,67.19621051876554
268,10.577739500189551
269,9.999999999999998
270,416.1962105187656
271,1056.6777395001895
272,613.0
273,950.5962105187658
274,1500.5777395001892
275,765.0000000000002
276,327.1962105187657
277,270.5777395001895
278,256.19999999999993
279,600.5962105187655
280,545.7427395001896
281,963.26
282,1875.2739500189548
283,971.8000000000002
284,742.7000000000003
